,TimeStamp,30-Т масла откачки,31-Т слива масла из турбины,32-Т масла вх ГТД,33-Т ТГ до СК,34-Р масла нагнетания,35-Р масла откачки,36-Р за ОК 1,37-Р за ОК 2,38-Р ТГ перед ДГ,39-Вибрация ГГ,40-Вибрация СТ,41-% ДГ,42-Контроль ДГ,43-N РНД (Расч),44-N РВД (Расч),45-N РСТ (Расч),46 Т-возд вх ГГ (Расч),47-P возд за ГГ (расч),48-N РНД прив,49-N РВД прив,50-Т за ТНД макс,51-% НА КВД,52-% КПВ
13427,28546,58.728,68.709,45.006,17.882,284.301,177.936,953.937,955.976,2899.352,3.986,4.556,27.064,27.045,7869.864,10715.288,3896.542,-12.602,954.956,8271.059,11265.396,560.24,82.998,7.725
13428,28566,58.728,68.708,45.006,17.882,284.301,177.936,960.35,960.38,2899.705,3.986,4.556,27.064,27.058,7869.864,10715.288,3896.542,-12.602,954.956,8274.072,11265.642,560.24,82.912,7.775
13429,28589,58.728,68.704,45.006,17.882,284.301,177.936,949.611,960.38,2898.584,3.984,4.565,27.061,27.058,7869.864,10716.001,3896.476,-12.602,960.365,8274.072,11265.642,560.239,82.912,7.775
13430,28605,58.728,68.702,45.006,17.882,284.301,177.936,949.611,951.108,2898.395,3.993,4.561,27.061,27.055,7862.095,10715.444,3896.435,-12.602,954.995,8274.072,11266.392,560.239,82.962,7.8
13431,28624,58.728,68.701,45.006,17.882,284.301,177.936,965.294,959.452,2898.3,3.993,4.561,27.064,27.049,7865.956,10715.454,3896.387,-12.607,950.359,8265.904,11265.807,560.239,82.942,7.778
13432,28644,58.734,68.7,45.009,17.882,284.358,177.006,957.105,959.452,2898.5,3.991,4.565,27.061,27.049,7863.146,10715.073,3896.346,-12.61,962.373,8270.056,11265.941,560.248,82.967,7.778
13433,28664,58.734,68.708,45.009,17.882,284.358,177.006,957.105,960.534,2897.611,4.0,4.575,27.064,27.064,7865.784,10715.474,3896.325,-12.612,958.279,8267.147,11265.605,560.218,82.967,7.828
13434,28685,58.734,68.708,45.009,17.882,284.358,177.006,957.723,964.474,2897.167,4.005,4.575,27.064,27.058,7865.098,10716.001,3896.336,-12.613,958.819,8269.944,11266.057,560.204,82.909,7.828
13435,28705,58.734,68.708,45.009,17.882,284.358,177.006,957.723,964.474,2897.167,4.005,4.575,27.064,27.058,7865.098,10716.001,3896.336,-12.613,958.819,8269.944,11266.057,560.204,82.909,7.828
13436,28726,58.734,68.708,45.009,17.882,284.358,177.006,951.542,964.474,2896.944,4.005,4.561,27.061,27.058,7861.344,10715.767,3896.356,-12.613,961.099,8269.233,11266.627,560.196,82.767,7.828
13437,28744,58.734,68.711,45.009,17.882,284.358,177.006,951.542,965.015,2898.687,4.0,4.563,27.064,27.052,7861.344,10715.767,3896.356,-12.613,958.008,8265.294,11266.389,560.193,82.767,7.848
13438,28766,58.738,68.713,44.999,17.882,284.415,176.707,954.401,964.706,2899.558,4.003,4.563,27.064,27.064,7865.956,10715.649,3896.346,-12.607,958.279,8265.296,11266.392,560.191,82.767,7.828
13439,28784,58.738,68.718,44.999,17.882,284.415,176.707,953.705,964.706,2891.714,4.003,4.556,27.061,27.064,7863.617,10715.229,3896.325,-12.605,959.553,8270.055,11266.146,560.157,82.795,7.828
13440,28806,58.738,68.721,44.999,17.882,284.415,176.707,953.705,962.388,2896.072,4.003,4.554,27.064,27.061,7861.151,10715.571,3896.281,-12.603,959.206,8267.55,11265.642,560.139,82.795,7.633
13441,28825,58.738,68.726,44.999,17.882,284.415,176.707,957.259,960.457,2898.25,4.005,4.554,27.064,27.052,7865.816,10714.867,3896.26,-12.602,958.047,8264.935,11265.971,560.114,82.962,7.595
13442,28844,58.751,68.728,44.993,17.882,284.471,176.678,955.251,960.457,2897.054,4.005,4.554,27.064,27.052,7862.084,10715.641,3896.264,-12.602,958.858,8269.828,11265.215,560.102,82.828,7.595
13443,28865,58.751,68.729,44.993,17.882,284.471,176.678,955.251,960.457,2896.456,4.005,4.554,27.064,27.052,7863.95,10714.926,3896.246,-12.602,957.854,8265.898,11266.021,560.095,82.828,7.595
13444,28888,58.751,68.734,44.993,17.882,284.471,176.678,955.251,955.048,2897.763,3.993,4.542,27.064,27.045,7863.95,10714.926,3896.246,-12.602,957.854,8267.857,11265.265,560.092,82.828,7.67
13445,28906,58.751,68.736,44.993,17.882,284.471,176.678,958.418,960.225,2898.417,3.986,4.542,27.064,27.058,7862.513,10715.023,3896.164,-12.602,955.149,8267.855,11265.263,560.091,82.995,7.722
13446,28924,58.751,68.737,44.993,17.882,284.471,176.678,954.71,960.225,2899.361,3.986,4.528,27.067,27.058,7862.513,10715.023,3896.164,-12.602,959.322,8266.345,11265.365,560.09,83.109,7.722
13447,28944,58.758,68.738,44.991,17.882,284.443,177.183,954.71,957.366,2899.339,3.979,4.539,27.067,27.055,7861.848,10715.649,3896.226,-12.596,957.467,8266.344,11265.363,560.089,83.109,7.728
13448,28964,58.758,68.746,44.991,17.882,284.443,177.183,957.568,948.636,2899.328,3.974,4.539,27.067,27.055,7867.062,10714.574,3896.25,-12.593,956.038,8265.553,11265.896,560.073,82.928,7.773
13449,28985,58.758,68.75,44.991,17.882,284.443,177.183,957.259,948.636,2897.716,3.974,4.53,27.064,27.055,7863.778,10715.503,3896.301,-12.591,953.102,8270.987,11264.702,560.064,82.923,7.773
13450,29005,58.758,68.752,44.991,17.882,284.443,177.183,957.259,959.143,2898.146,3.967,4.521,27.064,27.064,7864.164,10714.594,3896.322,-12.591,952.948,8267.513,11265.648,560.06,82.923,7.7
13451,29025,58.758,68.757,44.991,17.882,284.443,177.183,956.564,958.834,2898.361,3.965,4.521,27.064,27.052,7861.805,10714.858,3896.298,-12.59,958.201,8267.906,11264.676,560.058,83.026,7.647
13452,29044,58.761,68.759,44.989,17.882,284.466,178.001,954.942,958.834,2898.901,3.965,4.518,27.067,27.052,7864.679,10714.809,3896.236,-12.59,957.699,8265.421,11264.946,560.057,82.912,7.647
13453,29064,58.761,68.76,44.989,17.882,284.466,178.001,954.942,959.993,2898.059,3.956,4.521,27.064,27.052,7864.25,10714.789,3896.167,-12.584,956.888,8268.439,11264.89,560.056,82.912,7.647
13454,29085,58.761,68.761,44.989,17.882,284.466,178.001,954.942,959.993,2897.638,3.956,4.521,27.064,27.052,7864.25,10714.789,3896.167,-12.581,957.467,8267.895,11264.742,560.056,82.912,7.647
13455,29104,58.761,68.769,44.989,17.882,284.466,178.001,955.019,959.221,2897.427,3.958,4.521,27.064,27.064,7863.811,10714.828,3896.109,-12.58,957.467,8267.849,11264.68,560.056,82.967,7.7
13456,29124,58.761,68.773,44.989,17.882,284.466,178.001,958.573,959.221,2898.311,3.958,4.528,27.064,27.064,7863.07,10714.828,3896.109,-12.579,957.12,8267.363,11264.688,560.056,83.081,7.7
13457,29144,58.763,68.775,44.989,17.882,284.478,178.456,958.573,961.77,2900.729,3.965,4.523,27.064,27.058,7862.148,10714.662,3896.102,-12.579,958.897,8266.572,11264.672,560.056,83.081,7.82
13458,29165,58.763,68.776,44.989,17.882,284.478,178.456,954.864,960.07,2901.939,3.96,4.523,27.064,27.049,7863.51,10714.878,3896.113,-12.579,960.172,8265.598,11264.489,560.056,83.053,8.012
13459,29185,58.763,68.777,44.989,17.882,284.478,178.456,959.577,960.07,2901.678,3.96,4.528,27.067,27.049,7862.995,10715.121,3896.089,-12.578,957.467,8267.026,11264.711,560.056,82.995,8.012
13460,29205,58.763,68.784,44.989,17.882,284.478,178.456,959.577,967.642,2900.065,3.951,4.53,27.064,27.064,7863.596,10715.229,3896.078,-12.578,959.824,8266.483,11264.966,560.056,82.995,8.012
13461,29224,58.763,68.785,44.989,17.882,284.478,178.456,954.246,965.865,2899.259,3.956,4.53,27.064,27.055,7866.021,10715.121,3896.171,-12.578,963.61,8267.115,11265.08,560.056,82.992,7.906
13462,29245,58.764,68.785,44.988,17.894,284.419,178.721,956.023,965.865,2897.99,3.956,4.525,27.061,27.055,7866.021,10715.121,3896.171,-12.567,960.056,8269.663,11264.965,560.056,83.084,7.906
13463,29265,58.764,68.789,44.988,17.894,284.419,178.721,956.023,963.702,2898.16,3.965,4.516,27.061,27.055,7864.122,10715.132,3896.212,-12.561,960.944,8269.479,11264.713,560.056,83.084,7.706
13464,29284,58.764,68.791,44.988,17.894,284.419,178.721,956.023,963.702,2898.244,3.965,4.516,27.061,27.055,7859.565,10715.336,3896.219,-12.558,959.863,8267.39,11264.598,560.056,83.084,7.706
13465,29304,58.764,68.795,44.988,17.894,284.419,178.721,958.882,956.98,2898.286,3.96,4.516,27.061,27.061,7859.565,10715.336,3896.219,-12.557,959.863,8262.554,11264.75,560.056,82.937,7.753
13466,29324,58.764,68.798,44.988,17.894,284.419,178.721,961.122,956.98,2897.134,3.96,4.525,27.064,27.061,7867.362,10715.63,3896.236,-12.556,957.931,8262.531,11264.719,560.056,83.028,7.753
13467,29345,58.764,68.799,44.988,17.9,284.408,179.363,961.122,957.289,2891.799,3.965,4.53,27.064,27.055,7866.965,10715.582,3896.264,-12.556,959.051,8270.715,11265.012,560.056,83.028,7.767
13468,29365,58.764,68.803,44.988,17.9,284.408,179.363,959.423,957.753,2889.132,3.967,4.53,27.064,27.055,7867.104,10715.376,3896.294,-12.555,959.206,8270.292,11264.953,560.097,82.948,7.75
13469,29385,58.764,68.806,44.988,17.9,284.408,179.363,959.5,957.134,2894.163,3.967,4.535,27.061,27.055,7865.495,10715.542,3896.301,-12.561,958.588,8270.436,11264.733,560.118,82.939,7.75
13470,29404,58.764,68.811,44.988,17.9,284.408,179.363,959.5,957.134,2895.319,3.974,4.532,27.061,27.067,7861.751,10715.425,3896.343,-12.564,958.317,8268.835,11265.031,560.129,82.939,7.803
13471,29425,58.764,68.813,44.988,17.9,284.408,179.363,956.719,956.825,2895.897,3.965,4.532,27.061,27.058,7861.751,10715.425,3896.343,-12.565,958.317,8264.944,11264.97,560.134,82.853,7.814
13472,29444,58.788,68.814,44.988,17.903,284.402,179.675,956.719,956.825,2896.186,3.965,4.532,27.061,27.058,7869.09,10715.758,3896.377,-12.566,956.772,8264.967,11265.0,560.137,82.853,7.814
13473,29464,58.788,68.815,44.988,17.903,284.402,179.675,958.418,956.825,2897.751,3.965,4.53,27.067,27.058,7869.09,10715.758,3896.377,-12.566,956.772,8272.694,11265.367,560.138,82.853,7.814
13474,29484,58.788,68.819,44.988,17.903,284.402,179.675,958.418,963.47,2898.843,3.965,4.544,27.067,27.052,7863.521,10715.513,3896.394,-12.567,957.622,8272.7,11265.375,560.139,82.853,7.878
13475,29504,58.788,68.825,44.988,17.903,284.402,179.675,953.628,961.538,2899.389,3.97,4.544,27.067,27.061,7862.32,10715.767,3896.411,-12.567,960.944,8266.847,11265.119,560.139,82.914,7.803
13476,29525,58.788,68.828,44.988,17.903,284.402,179.675,948.22,961.538,2899.353,3.97,4.554,27.064,27.061,7862.159,10715.825,3896.438,-12.567,957.583,8265.586,11265.389,560.139,82.881,7.803
13477,29544,58.8,68.83,44.988,17.904,284.335,179.34,948.22,958.448,2899.582,3.972,4.551,27.067,27.055,7865.495,10715.503,3896.421,-12.561,954.879,8265.418,11265.452,560.139,82.881,7.928
13478,29565,58.8,68.838,44.988,17.904,284.335,179.34,958.727,962.234,2899.697,3.977,4.551,27.067,27.058,7863.392,10716.04,3896.428,-12.558,953.334,8268.833,11264.987,560.156,83.02,7.831
13479,29585,58.8,68.842,44.988,17.904,284.335,179.34,957.568,962.234,2899.198,3.977,4.554,27.067,27.058,7866.536,10715.836,3896.401,-12.557,960.481,8266.576,11265.49,560.164,82.995,7.831
13480,29604,58.8,68.841,44.988,17.904,284.335,179.34,957.568,959.53,2897.033,3.972,4.554,27.064,27.058,7867.051,10715.571,3896.401,-12.556,959.901,8269.857,11265.243,560.168,82.995,7.828
13481,29625,58.8,68.84,44.988,17.904,284.335,179.34,960.118,959.375,2895.951,3.986,4.554,27.064,27.052,7867.051,10716.001,3896.384,-12.556,958.549,8270.388,11264.95,560.17,82.951,7.803
13482,29644,58.806,68.839,44.988,17.905,284.319,179.237,961.741,959.375,2896.089,3.986,4.556,27.067,27.052,7865.538,10715.864,3896.394,-12.555,959.747,8270.383,11265.394,560.172,82.912,7.803
13483,29664,58.806,68.839,44.988,17.905,284.319,179.237,961.741,959.375,2896.159,3.986,4.556,27.067,27.052,7862.417,10716.306,3896.425,-12.555,960.558,8268.789,11265.246,560.172,82.912,7.803
13484,29684,58.806,68.839,44.988,17.905,284.319,179.237,961.741,959.143,2897.8,3.979,4.556,27.061,27.052,7862.417,10716.306,3896.425,-12.555,960.558,8265.506,11265.708,560.172,82.912,7.881
13485,29705,58.806,68.839,44.988,17.905,284.319,179.237,961.277,963.006,2898.62,3.977,4.556,27.061,27.058,7865.366,10715.552,3896.446,-12.555,960.442,8265.505,11265.706,560.172,83.053,7.798
13486,29725,58.806,68.839,44.988,17.905,284.319,179.237,951.619,963.006,2890.751,3.977,4.556,27.064,27.058,7861.216,10715.981,3896.449,-12.544,962.142,8268.605,11264.914,560.173,82.939,7.798
13487,29745,58.809,68.839,44.976,17.906,284.284,179.64,951.619,955.976,2895.405,3.979,4.561,27.061,27.058,7865.398,10715.728,3896.452,-12.538,957.313,8264.059,11265.115,560.173,82.939,7.853
13488,29764,58.809,68.839,44.976,17.906,284.284,179.64,955.869,960.07,2897.732,3.974,4.561,27.061,27.058,7864.014,10715.962,3896.5,-12.535,953.797,8268.362,11264.722,560.173,82.97,7.956
13489,29785,58.809,68.839,44.976,17.906,284.284,179.64,951.697,960.07,2898.71,3.974,4.551,27.061,27.058,7864.014,10715.962,3896.5,-12.533,957.97,8266.862,11264.905,560.173,82.909,7.956
13490,29805,58.809,68.839,44.976,17.906,284.284,179.64,951.697,956.903,2899.075,3.972,4.544,27.061,27.058,7862.191,10714.711,3896.497,-12.533,955.884,8266.839,11264.874,560.173,82.909,7.956
13491,29824,58.809,68.839,44.976,17.906,284.284,179.64,957.8,963.856,2899.258,3.956,4.544,27.061,27.061,7862.191,10714.809,3896.548,-12.532,954.3,8264.911,11263.543,560.148,82.945,7.811
13492,29844,58.823,68.839,44.97,17.906,284.192,180.045,957.8,963.856,2899.35,3.956,4.544,27.061,27.061,7864.518,10715.719,3896.518,-12.532,960.828,8264.905,11263.639,560.143,82.945,7.811
13493,29864,58.823,68.839,44.97,17.906,284.192,180.045,960.35,963.856,2897.047,3.956,4.539,27.064,27.061,7864.518,10715.719,3896.518,-12.532,960.828,8267.348,11264.59,560.144,82.934,7.811
13494,29885,58.823,68.839,44.97,17.906,284.192,180.045,960.35,961.307,2897.441,3.948,4.535,27.061,27.058,7860.648,10715.747,3896.497,-12.532,962.103,8267.347,11264.589,560.146,82.934,7.909
13495,29904,58.823,68.843,44.97,17.906,284.192,180.045,965.99,949.485,2897.638,3.944,4.535,27.061,27.049,7863.725,10715.229,3896.432,-12.532,960.828,8263.277,11264.617,560.147,83.056,7.825
13496,29924,58.823,68.845,44.97,17.906,284.192,180.045,969.544,949.485,2895.326,3.944,4.532,27.061,27.049,7863.049,10716.06,3896.384,-12.532,957.738,8266.512,11264.073,560.147,83.112,7.825
13497,29944,58.829,68.853,44.967,17.906,284.109,180.081,969.544,964.474,2895.653,3.932,4.53,27.064,27.058,7863.424,10714.789,3896.261,-12.532,959.515,8265.801,11264.945,560.148,83.112,7.853
13498,29964,58.829,68.858,44.967,17.906,284.109,180.081,959.036,962.388,2895.817,3.92,4.53,27.064,27.055,7864.454,10715.054,3896.052,-12.532,967.009,8266.195,11263.608,560.106,82.976,7.903
13499,29985,58.829,68.858,44.967,17.906,284.109,180.081,959.036,962.388,2895.817,3.92,4.53,27.064,27.055,7864.454,10715.054,3896.052,-12.532,967.009,8266.195,11263.608,560.106,82.976,7.903
13500,30007,58.829,68.86,44.967,17.906,284.109,180.081,959.809,962.388,2896.331,3.92,4.532,27.061,27.055,7864.454,10715.602,3895.999,-12.532,960.712,8267.277,11263.887,560.085,83.039,7.903
13501,30025,58.829,68.861,44.967,17.906,284.109,180.081,959.809,957.598,2897.701,3.92,4.535,27.061,27.055,7865.012,10715.602,3895.879,-12.532,961.099,8267.277,11264.463,560.075,83.039,7.753
13502,30045,58.829,68.869,44.967,17.906,284.109,180.081,961.431,952.499,2898.385,3.913,4.535,27.061,27.058,7861.837,10715.21,3895.869,-12.538,958.703,8267.863,11264.463,560.044,82.939,8.034
13503,30065,58.833,68.873,44.978,17.906,284.003,179.58,967.072,952.499,2898.357,3.913,4.539,27.064,27.058,7868.725,10715.864,3895.92,-12.541,956.965,8264.619,11264.178,560.029,83.009,8.034
13504,30087,58.833,68.875,44.978,17.906,284.003,179.58,967.072,961.229,2899.332,3.901,4.542,27.061,27.058,7866.675,10714.887,3895.941,-12.542,959.785,8271.906,11264.928,560.022,83.009,8.039
13505,30105,58.833,68.88,44.978,17.906,284.003,179.58,956.564,957.134,2899.819,3.906,4.542,27.061,27.052,7862.245,10715.112,3895.992,-12.543,964.151,8269.774,11263.933,560.018,82.942,8.034
13506,30127,58.833,68.883,44.978,17.906,284.003,179.58,954.092,957.134,2899.939,3.906,4.544,27.064,27.052,7859.555,10715.043,3895.992,-12.543,956.849,8265.128,11264.185,560.016,82.912,8.034
13507,30147,58.834,68.884,44.983,17.906,283.95,179.023,954.092,969.651,2897.836,3.911,4.542,27.064,27.07,7863.542,10715.493,3896.02,-12.543,955.613,8262.306,11264.12,560.007,82.912,8.09
13508,30166,58.834,68.885,44.983,17.906,283.95,179.023,955.56,960.148,2896.785,3.911,4.542,27.064,27.055,7861.516,10715.464,3896.123,-12.543,961.871,8266.501,11264.597,559.998,83.056,7.928
13509,30185,58.834,68.885,44.983,17.906,283.95,179.023,955.56,960.148,2896.259,3.911,4.542,27.064,27.055,7861.516,10715.464,3896.123,-12.549,957.854,8264.371,11264.567,559.993,83.056,7.928
13510,30204,58.834,68.885,44.983,17.906,283.95,179.023,958.65,960.148,2894.823,3.911,4.539,27.064,27.055,7861.516,10715.464,3896.123,-12.552,957.854,8264.465,11264.695,559.991,82.998,7.928
13511,30224,58.834,68.889,44.983,17.906,283.95,179.023,958.65,956.516,2896.576,3.908,4.537,27.064,27.049,7862.877,10714.926,3896.246,-12.554,959.399,8264.511,11264.758,559.99,82.998,7.906
13512,30244,58.835,68.895,44.986,17.918,283.969,178.875,961.354,960.148,2897.452,3.906,4.537,27.064,27.061,7861.505,10715.493,3896.325,-12.554,957.583,8265.966,11264.224,559.989,82.792,8.09
13513,30264,58.835,68.898,44.986,17.918,283.969,178.875,962.05,960.148,2897.767,3.906,4.544,27.064,27.061,7862.899,10715.571,3896.36,-12.555,960.751,8264.534,11264.836,559.972,82.881,8.09
13514,30285,58.835,68.898,44.986,17.918,283.969,178.875,962.05,960.148,2897.767,3.906,4.544,27.064,27.061,7862.899,10715.571,3896.36,-12.555,960.751,8264.534,11264.836,559.972,82.881,8.09
13515,30306,58.835,68.903,44.986,17.918,283.969,178.875,962.05,961.538,2894.093,3.92,4.549,27.064,27.061,7864.604,10715.532,3896.415,-12.555,961.099,8266.007,11264.927,559.964,82.881,8.09
13516,30326,58.835,68.909,44.986,17.918,283.969,178.875,964.676,967.565,2892.257,3.918,4.549,27.064,27.058,7862.363,10715.19,3896.463,-12.555,961.794,8267.802,11264.89,559.96,83.023,8.09
13517,30346,58.835,68.913,44.986,17.918,283.969,178.875,959.345,967.565,2897.394,3.918,4.554,27.061,27.058,7862.877,10715.435,3896.459,-12.555,966.121,8265.446,11264.531,559.958,82.995,8.09
13518,30364,58.836,68.914,44.975,17.924,284.044,179.301,959.345,965.942,2896.563,3.911,4.561,27.061,27.061,7862.245,10715.093,3896.384,-12.555,963.455,8265.988,11264.789,559.957,82.995,8.031
13519,30386,58.836,68.919,44.975,17.924,284.044,179.301,956.95,960.998,2896.148,3.93,4.561,27.061,27.055,7862.245,10715.093,3896.384,-12.549,962.644,8265.323,11264.43,559.956,82.884,8.101
13520,30404,58.836,68.921,44.975,17.924,284.044,179.301,958.187,960.998,2896.497,3.93,4.579,27.061,27.055,7860.98,10714.965,3896.325,-12.546,958.974,8265.231,11264.305,559.956,82.798,8.101
13521,30425,58.836,68.923,44.975,17.924,284.044,179.301,958.187,962.62,2897.166,3.93,4.575,27.064,27.055,7862.599,10715.121,3896.284,-12.545,959.592,8263.856,11264.107,559.947,82.798,8.115
13522,30446,58.848,68.927,44.97,17.926,284.109,179.774,956.796,962.002,2897.5,3.925,4.575,27.064,27.061,7861.495,10714.828,3896.267,-12.544,960.403,8265.535,11264.241,559.943,82.912,8.167
13523,30466,58.848,68.929,44.97,17.926,284.109,179.774,950.615,960.07,2898.965,3.925,4.565,27.064,27.061,7862.041,10715.336,3896.281,-12.544,959.399,8264.363,11263.918,559.933,82.681,8.167
13524,30488,58.848,68.93,44.97,17.926,284.109,179.774,950.615,960.07,2899.697,3.925,4.565,27.064,27.061,7861.784,10714.897,3896.291,-12.544,955.343,8264.932,11264.444,559.927,82.681,8.167
13525,30504,58.848,68.935,44.97,17.926,284.109,179.774,958.187,963.315,2900.434,3.918,4.568,27.067,27.049,7861.784,10714.897,3896.291,-12.544,955.343,8264.658,11263.979,559.925,82.795,8.192
13526,30524,58.848,68.937,44.97,17.926,284.109,179.774,957.337,959.839,2900.802,3.918,4.572,27.064,27.049,7864.079,10715.141,3896.294,-12.544,960.751,8264.657,11263.977,559.923,82.9,8.192
13527,30544,58.848,68.937,44.97,17.926,284.109,179.774,957.337,959.839,2900.802,3.918,4.572,27.064,27.049,7864.079,10715.141,3896.294,-12.544,960.751,8264.657,11263.977,559.923,82.9,8.192
13528,30564,58.854,68.941,44.967,17.928,284.123,179.806,954.942,958.602,2898.576,3.923,4.572,27.067,27.061,7862.631,10715.297,3896.329,-12.544,958.588,8265.761,11264.19,559.906,82.825,7.934
13529,30585,58.854,68.941,44.967,17.928,284.123,179.806,954.942,958.602,2898.576,3.923,4.572,27.067,27.061,7862.631,10715.297,3896.329,-12.544,958.588,8265.761,11264.19,559.906,82.825,7.934
13530,30604,58.854,68.94,44.967,17.928,284.123,179.806,959.191,962.775,2897.835,3.923,4.568,27.061,27.061,7863.96,10715.073,3896.329,-12.544,956.772,8265.547,11264.396,559.897,82.856,7.934
13531,30624,58.854,68.943,44.967,17.928,284.123,179.806,959.191,962.775,2898.7,3.918,4.556,27.064,27.061,7859.126,10714.937,3896.336,-12.544,960.983,8266.944,11264.16,559.868,82.856,8.012
13532,30644,58.854,68.953,44.967,17.928,284.123,179.806,954.246,960.998,2890.482,3.911,4.556,27.064,27.055,7862.459,10714.672,3896.329,-12.544,960.983,8261.861,11264.016,559.853,82.906,8.215
13533,30667,58.857,68.958,44.966,17.929,284.13,179.331,957.723,961.693,2886.373,3.911,4.556,27.064,27.055,7858.462,10715.355,3896.291,-12.544,957.622,8265.365,11263.737,559.846,82.823,8.215
13534,30686,58.857,68.96,44.966,17.929,284.13,179.331,957.723,961.693,2884.318,3.911,4.556,27.064,27.055,7862.352,10715.043,3896.264,-12.549,959.708,8261.163,11264.456,559.842,82.823,8.215
13535,30707,58.857,68.961,44.966,17.929,284.13,179.331,957.723,961.693,2890.768,3.911,4.556,27.064,27.058,7862.352,10715.043,3896.264,-12.552,959.708,8265.346,11264.254,559.841,82.823,8.112
13536,30726,58.857,68.969,44.966,17.929,284.13,179.331,958.805,961.152,2893.992,3.911,4.556,27.064,27.058,7862.191,10715.043,3896.264,-12.554,959.708,8265.392,11264.316,559.84,82.892,8.112
13537,30748,58.882,68.974,44.965,17.929,284.125,178.723,966.376,960.611,2895.11,3.911,4.544,27.064,27.058,7861.162,10714.809,3896.229,-12.554,959.978,8265.246,11264.349,559.839,82.742,8.112
13538,30764,58.882,68.968,44.965,17.929,284.125,178.723,966.376,960.611,2896.843,3.913,4.537,27.064,27.061,7861.398,10714.848,3896.195,-12.555,963.494,8264.174,11264.116,559.839,82.742,8.037
13539,30784,58.882,68.973,44.965,17.929,284.125,178.723,961.586,961.384,2897.709,3.913,4.537,27.064,27.07,7861.376,10714.965,3896.167,-12.555,963.494,8264.429,11264.166,559.839,82.856,8.092
13540,30804,58.882,68.975,44.965,17.929,284.125,178.723,957.182,961.384,2898.328,3.913,4.53,27.061,27.07,7860.144,10715.073,3896.089,-12.555,961.485,8264.408,11264.293,559.839,82.798,8.092
13541,30824,58.882,68.98,44.965,17.929,284.125,178.723,957.182,965.402,2900.305,3.906,4.532,27.061,27.055,7861.291,10715.277,3896.044,-12.555,959.283,8263.114,11264.408,559.839,82.798,7.981
13542,30844,58.882,68.98,44.965,17.929,284.125,178.723,957.182,965.402,2900.305,3.906,4.532,27.061,27.055,7861.291,10715.277,3896.044,-12.555,959.283,8263.114,11264.408,559.839,82.798,7.981
13543,30865,58.895,68.979,44.965,17.929,284.112,178.409,964.831,957.057,2901.294,3.906,4.532,27.061,27.052,7860.669,10714.584,3895.962,-12.555,961.292,8264.32,11264.624,559.822,82.884,8.017
13544,30888,58.895,68.978,44.965,17.929,284.112,178.409,963.363,964.629,2898.143,3.906,4.53,27.064,27.052,7860.969,10715.238,3895.896,-12.555,960.944,8263.667,11263.896,559.814,82.939,8.017
13545,30907,58.895,68.974,44.965,17.929,284.112,178.409,963.363,964.629,2898.112,3.904,4.532,27.067,27.07,7861.612,10714.848,3895.831,-12.555,963.996,8263.983,11264.584,559.81,82.939,8.126
13546,30926,58.895,68.976,44.965,17.929,284.112,178.409,960.273,962.002,2898.097,3.904,4.532,27.067,27.064,7861.612,10714.848,3895.831,-12.555,963.996,8264.659,11264.174,559.807,82.773,8.142
13547,30944,58.901,68.977,44.965,17.929,284.079,178.234,957.646,962.002,2899.819,3.904,4.546,27.061,27.064,7860.669,10714.965,3895.746,-12.555,961.137,8264.659,11264.174,559.806,83.039,8.142
13548,30965,58.901,68.977,44.965,17.929,284.079,178.234,957.646,964.552,2898.889,3.906,4.551,27.064,27.055,7861.773,10714.417,3895.718,-12.555,959.824,8263.668,11264.297,559.806,83.039,8.092
13549,30985,58.901,68.974,44.965,17.929,284.079,178.234,957.491,962.157,2898.423,3.915,4.551,27.064,27.067,7858.248,10714.447,3895.698,-12.555,961.099,8264.828,11263.721,559.806,83.026,8.142
13550,31006,58.901,68.972,44.965,17.929,284.079,178.234,958.805,962.157,2898.191,3.915,4.549,27.067,27.067,7862.363,10714.867,3895.649,-12.555,959.824,8261.123,11263.753,559.805,82.909,8.142
13551,31024,58.901,68.971,44.965,17.929,284.079,178.234,958.805,962.697,2900.299,3.918,4.554,27.064,27.067,7861.119,10714.35,3895.608,-12.555,960.481,8265.448,11264.194,559.822,82.909,8.217
13552,31045,58.904,68.982,44.964,17.929,284.062,178.248,956.796,955.976,2901.353,3.915,4.554,27.064,27.055,7862.191,10714.163,3895.564,-12.555,960.751,8264.141,11263.65,559.822,83.051,8.32
13553,31064,58.904,68.982,44.964,17.929,284.062,178.248,956.796,955.976,2901.353,3.915,4.554,27.064,27.055,7862.191,10714.163,3895.564,-12.555,960.751,8264.141,11263.65,559.822,83.051,8.32
13554,31087,58.904,68.988,44.964,17.929,284.062,178.248,960.504,955.976,2902.621,3.915,4.551,27.061,27.055,7861.751,10714.516,3895.495,-12.555,956.386,8265.269,11263.454,559.822,82.823,8.32
13555,31107,58.904,68.979,44.964,17.929,284.062,178.248,960.504,961.693,2900.351,3.927,4.554,27.064,27.064,7859.073,10714.828,3895.488,-12.555,958.24,8264.806,11263.824,559.822,82.823,8.348
13556,31126,58.904,68.982,44.964,17.929,284.062,178.248,961.2,960.302,2899.216,3.932,4.554,27.064,27.058,7859.073,10714.828,3895.488,-12.555,961.099,8261.989,11264.153,559.822,82.77,8.245
