,TimeStamp,30 Температура масла в магистрали общей откачки (поз. Тм),31 Температура слива масла из опоры турбины (поз. Т606),32 Температура масла на входе в двигатель за фильтром (поз. Т607),33 Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг),34 Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм),35 Давление масла в магистрали общей откачки (поз. Р615),36 Давление за ОК Pk1,37 Давление за ОК Pk2,38 Давление топливного газа перед дозаторами (поз. Pтг1.1),39 Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1),40 Вибрация корпуса силовой турбины (гориз.) (поз. В2),"41 Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ)",42 Контроль управления дозатором газа ДГ ,43 Частота вращения РНД (Расчетная),44 Частота вращения РВД (Расчетная),45 Частота вращения РСТ (Расчетная),46 Температура воздуха на входе в газогенератор (Расчетная),47 Давление воздуха за компрессором (Расчетная),48 Частота вращения РНД приведенная,49 Частота вращения РВД приведенная,50 Температура газов за ТНД максимальная (Расчетная),51 Положение лопаток НА КВД. (поз. A2),52 Положение КПВ (поз. A3)
9794,15913,0.22,54.966,41.936,-4.609,299.852,231.943,410.7670900409323,788.1723711489524,3015.357120834956,652.7659077547065,0.22,24.116,0.22,7574.729,10261.901,3709.303,-25.111,864.9503511427682,8162.127,10933.672278608865,537.152,79.855,673.6449806670125
9795,15934,0.22,54.966,41.936,-4.609,299.852,231.943,410.7670900409323,788.1723711489524,2839.7389290337164,652.7659077547065,0.22,24.116,0.22,7574.729,10261.901,3709.303,-25.111,864.9503511427682,8162.127,11253.685011656393,537.152,79.855,673.6449806670125
9796,15954,0.22,54.966,41.93,-4.629,299.819,231.943,410.7670900409323,788.1723711489524,2719.126271955018,652.7659077547065,0.22,24.116,0.22,7574.729,10261.901,3709.303,-25.111,864.9503511427682,8162.127,10968.178084839941,537.152,79.855,673.6449806670125
9797,15974,0.22,54.966,41.93,-4.629,299.819,231.943,410.7670900409323,788.1723711489524,3135.6932272589984,652.7659077547065,0.22,24.095,0.22,7574.729,10261.901,3709.303,-25.111,864.9503511427682,8162.127,11055.578267456123,537.152,79.725,673.6449806670125
9798,15994,0.22,54.966,41.93,-4.629,299.819,231.943,410.7670900409323,1115.9447894497112,2788.5651411426875,652.7659077547065,0.22,24.095,0.22,7574.729,10261.418,3709.303,-25.111,864.9503511427682,8162.127,10996.005486665692,537.153,79.725,452.40953898075236
9799,16013,0.22,54.966,41.93,-4.629,299.819,231.943,410.7670900409323,1115.9447894497112,3056.6304189426646,652.7659077547065,0.22,24.095,0.22,7574.729,10261.418,3709.303,-25.111,864.9503511427682,8162.127,10935.669306455558,537.153,79.725,452.40953898075236
9800,16034,0.22,54.966,41.93,-4.629,299.819,231.943,410.7670900409323,1115.9447894497112,2827.777718926011,652.7659077547065,0.22,24.095,0.22,7574.729,10261.418,3709.303,-25.111,864.9503511427682,8162.127,10924.35315788926,537.153,79.725,452.40953898075236
9801,16052,0.22,54.966,41.927,-4.638,299.812,231.943,410.7670900409323,1115.9447894497112,3201.076934921742,652.7659077547065,0.22,24.095,0.22,7574.729,10261.418,3709.303,-25.111,864.9503511427682,8162.127,11102.702576054226,537.153,79.725,452.40953898075236
9802,16074,0.22,54.966,41.927,-4.638,299.812,231.943,410.7670900409323,1115.9447894497112,3109.0937563410157,652.7659077547065,0.22,24.095,0.22,7574.729,10261.418,3709.303,-25.111,864.9503511427682,8162.127,11060.641944315352,537.153,79.775,452.40953898075236
9803,16092,0.22,54.966,41.927,-4.638,299.812,231.943,410.7670900409323,1115.9447894497112,2906.8716657707632,652.7659077547065,0.22,24.095,0.22,7574.729,10262.422,3709.303,-25.111,864.9503511427682,8162.127,11284.724007190805,537.127,79.775,452.40953898075236
9804,16113,0.22,54.966,41.927,-4.638,299.812,231.943,410.7670900409323,1115.9447894497112,2982.6617771498736,652.7659077547065,0.22,24.095,0.22,7574.729,10262.422,3709.303,-25.111,864.9503511427682,8162.127,11238.515634828716,537.115,79.775,452.40953898075236
9805,16135,0.22,54.966,41.927,-4.638,299.812,231.943,410.7670900409323,1115.9447894497112,3225.145518255636,652.7659077547065,0.22,24.095,0.22,7574.729,10262.422,3709.303,-25.111,864.9503511427682,8162.127,11222.90984453377,537.109,79.775,452.40953898075236
9806,16152,0.22,54.966,41.925,-4.667,300.115,231.943,410.7670900409323,1115.9447894497112,2823.324158662338,652.7659077547065,0.22,24.095,0.22,7574.729,10262.422,3709.303,-25.111,864.9503511427682,8162.127,10851.429546397361,537.105,79.775,452.40953898075236
9807,16173,0.22,54.966,41.925,-4.667,300.115,231.943,410.7670900409323,1115.9447894497112,3048.576580319735,652.7659077547065,0.22,24.033,0.22,7574.729,10262.422,3709.303,-25.111,864.9503511427682,8162.127,10919.932245808905,537.104,79.828,452.40953898075236
9808,16193,0.22,54.966,41.925,-4.667,300.115,231.943,410.7670900409323,1115.9447894497112,3119.6105968435963,652.7659077547065,0.22,24.033,0.22,7574.729,10261.651,3709.303,-25.111,864.9503511427682,8162.127,11010.337943488816,537.111,79.828,452.40953898075236
9809,16213,0.22,54.966,41.925,-4.667,300.115,231.943,410.7670900409323,1115.9447894497112,3194.855106788651,652.7659077547065,0.22,24.033,0.22,7574.729,10261.651,3709.303,-25.111,864.9503511427682,8162.127,10871.332769139459,537.115,79.828,452.40953898075236
9810,16233,0.22,54.966,41.925,-4.667,300.115,231.943,410.7670900409323,1115.9447894497112,3009.6871949669644,652.7659077547065,0.22,24.033,0.22,7574.729,10261.651,3709.303,-25.111,864.9503511427682,8162.127,10946.015769499612,537.117,79.828,452.40953898075236
9811,16253,0.22,54.966,41.925,-4.681,300.73,231.943,410.7670900409323,1115.9447894497112,2912.5557802018125,652.7659077547065,0.22,24.033,0.22,7574.729,10261.651,3709.303,-25.111,907.4546041001888,8162.127,11153.077740615372,537.118,79.828,452.40953898075236
9812,16274,0.22,54.966,41.925,-4.681,300.73,231.943,410.7670900409323,1115.9447894497112,3002.7417073951465,652.7659077547065,0.22,24.024,0.22,7574.729,10261.651,3709.303,-25.111,907.4546041001888,8162.127,10975.917603302434,537.119,79.861,452.40953898075236
9813,16292,0.22,54.966,41.925,-4.681,300.73,231.943,410.7670900409323,1115.9447894497112,2982.385302793031,652.7659077547065,0.22,24.024,0.22,7574.729,10261.526,3709.303,-25.111,907.4546041001888,8162.127,11151.314769406697,537.127,79.861,452.40953898075236
9814,16312,0.22,54.966,41.925,-4.681,300.73,231.943,410.7670900409323,1115.9447894497112,2947.9107217150195,652.7659077547065,0.22,24.024,0.22,7574.729,10261.526,3709.303,-25.111,907.4546041001888,8162.127,10977.36181032082,537.131,79.861,452.40953898075236
9815,16334,0.22,54.966,41.925,-4.681,300.73,231.943,410.7670900409323,1115.9447894497112,3125.3654291812336,652.7659077547065,0.22,24.024,0.22,7574.729,10261.526,3709.303,-25.111,907.4546041001888,8162.127,11241.661621165198,537.134,79.861,452.40953898075236
9816,16352,0.22,54.966,41.924,-4.688,301.241,231.943,797.1122448170868,1115.9447894497112,3127.3548556762807,652.7659077547065,0.22,24.024,0.22,7574.729,10261.526,3709.303,-25.111,907.4546041001888,8162.127,11167.981401132021,537.135,79.861,452.40953898075236
9817,16373,0.22,54.966,41.924,-4.688,301.241,231.943,797.1122448170868,1115.9447894497112,3131.8097604192503,652.7659077547065,0.22,23.878,0.22,7574.729,10261.526,3709.303,-25.111,907.4546041001888,8162.127,11237.693736063073,537.135,79.694,452.40953898075236
9818,16392,0.22,54.966,41.924,-4.688,301.241,231.943,797.1122448170868,1115.9447894497112,2867.6414649813255,652.7659077547065,0.22,23.878,0.22,7574.729,10261.364,3709.303,-25.111,907.4546041001888,8162.127,11229.61023204562,537.085,79.694,452.40953898075236
9819,16412,0.22,54.966,41.924,-4.688,301.241,231.943,797.1122448170868,1115.9447894497112,3039.8794029243986,652.7659077547065,0.22,23.878,0.22,7574.729,10261.364,3709.303,-25.111,907.4546041001888,8162.127,10906.650481460563,537.061,79.694,452.40953898075236
9820,16434,0.22,54.966,41.924,-4.688,301.241,231.943,797.1122448170868,1115.9447894497112,3144.6019463012976,652.7659077547065,0.22,23.878,0.22,7574.729,10261.364,3709.303,-25.111,907.4546041001888,8162.127,10888.508842200139,537.048,79.694,452.40953898075236
9821,16453,0.22,54.966,41.912,-4.691,301.441,231.943,797.1122448170868,1115.9447894497112,3037.6353566211337,652.7659077547065,0.22,23.878,0.22,7574.729,10261.364,3709.303,-25.111,907.4546041001888,8162.127,11170.55549136661,537.042,79.694,452.40953898075236
9822,16472,0.22,54.966,41.912,-4.691,301.441,231.943,797.1122448170868,1115.9447894497112,3193.7525966260455,652.7659077547065,0.22,23.878,0.22,7574.729,10261.364,3709.303,-25.111,907.4546041001888,8162.127,10945.372574465093,537.039,79.775,452.40953898075236
9823,16493,0.22,54.966,41.912,-4.691,301.441,231.943,797.1122448170868,1115.9447894497112,2985.9189692460936,652.7659077547065,0.22,23.878,0.22,7574.729,10259.93,3709.303,-25.111,907.4546041001888,8162.127,11021.749951322823,537.037,79.775,452.40953898075236
9824,16513,0.22,54.966,41.912,-4.691,301.441,231.943,797.1122448170868,1115.9447894497112,2962.5565418622728,652.7659077547065,0.22,23.878,0.22,7574.729,10259.93,3709.303,-25.111,907.4546041001888,8162.127,11075.330994477115,537.036,79.775,452.40953898075236
9825,16533,0.22,54.966,41.912,-4.691,301.441,231.943,797.1122448170868,1115.9447894497112,3109.415498966112,652.7659077547065,0.22,23.878,0.22,7574.729,10259.93,3709.303,-25.111,907.4546041001888,8162.127,11024.638894485019,537.036,79.775,452.40953898075236
9826,16553,0.22,54.966,41.906,-4.717,301.532,231.943,797.1122448170868,1115.9447894497112,3007.2427571658545,652.7659077547065,0.22,23.878,0.22,7574.729,10259.93,3709.303,-25.111,907.4546041001888,8162.127,11018.099533659391,537.036,79.775,452.40953898075236
9827,16572,0.22,54.966,41.906,-4.717,301.532,231.943,797.1122448170868,1115.9447894497112,2878.385193503892,652.7659077547065,0.22,23.875,0.22,7574.729,10259.93,3709.303,-25.111,907.4546041001888,8162.127,11088.357673209604,537.036,79.805,452.40953898075236
9828,16593,0.22,54.966,41.906,-4.717,301.532,231.943,797.1122448170868,1115.9447894497112,2837.66821328215,652.7659077547065,0.22,23.875,0.22,7574.729,10260.414,3709.303,-25.111,907.4546041001888,8162.127,11106.628873557704,537.036,79.805,452.40953898075236
9829,16612,0.22,54.966,41.906,-4.717,301.532,231.943,797.1122448170868,1115.9447894497112,2757.7122037699887,652.7659077547065,0.22,23.875,0.22,7574.729,10260.414,3709.303,-25.111,907.4546041001888,8162.127,11273.079083280363,537.036,79.805,452.40953898075236
9830,16632,0.22,54.966,41.906,-4.717,301.532,231.943,797.1122448170868,1115.9447894497112,3015.8910847080183,652.7659077547065,0.22,23.875,0.22,7574.729,10260.414,3709.303,-25.111,907.4546041001888,8162.127,11010.997388995876,537.036,79.805,452.40953898075236
9831,16652,0.22,54.966,41.903,-4.729,301.762,231.943,797.1122448170868,1115.9447894497112,3178.278782123951,652.7659077547065,0.22,23.875,0.22,7574.729,10260.414,3709.303,-25.111,907.4546041001888,8162.127,10880.592431173627,537.036,79.805,452.40953898075236
9832,16673,0.22,54.966,41.903,-4.729,301.762,231.943,797.1122448170868,1342.6882219319134,2728.03529933102,652.7659077547065,0.22,23.878,0.22,7574.729,10260.414,3709.303,-25.111,907.4546041001888,8162.127,11260.593325038588,537.036,79.914,502.3966751046488
9833,16692,0.22,54.966,41.903,-4.729,301.762,231.943,797.1122448170868,1342.6882219319134,3047.0303436991767,652.7659077547065,0.22,23.878,0.22,7574.729,10260.037,3709.303,-25.111,907.4546041001888,8162.127,10894.732419812084,537.002,79.914,502.3966751046488
9834,16712,0.22,54.966,41.903,-4.729,301.762,231.943,797.1122448170868,1342.6882219319134,2974.326871641966,652.7659077547065,0.22,23.878,0.22,7574.729,10260.037,3709.303,-25.111,907.4546041001888,8162.127,10944.879211956984,536.985,79.914,502.3966751046488
9835,16732,0.22,54.966,41.903,-4.729,301.762,231.943,797.1122448170868,1342.6882219319134,3070.257828824745,652.7659077547065,0.22,23.878,0.22,7574.729,10260.037,3709.303,-25.111,907.4546041001888,8162.127,11070.36807539141,536.977,79.914,502.3966751046488
9836,16753,0.22,54.966,41.902,-4.735,301.98,231.943,797.1122448170868,1342.6882219319134,3038.08324289373,652.7659077547065,0.22,23.878,0.22,7574.729,10260.037,3709.303,-25.111,907.4546041001888,8162.127,10873.629825573078,536.973,79.914,502.3966751046488
9837,16772,0.22,54.966,41.902,-4.735,301.98,231.943,797.1122448170868,1342.6882219319134,3082.187397994352,652.7659077547065,0.22,23.872,0.22,7574.729,10260.037,3709.303,-25.111,907.4546041001888,8162.127,10894.913660062302,536.971,79.808,502.3966751046488
9838,16795,0.22,54.966,41.902,-4.735,301.98,231.943,797.1122448170868,1342.6882219319134,3076.0928164462894,652.7659077547065,0.22,23.872,0.22,7574.729,10260.001,3709.303,-25.111,907.4546041001888,8162.127,10866.831449888761,536.953,79.808,502.3966751046488
9839,16812,0.22,54.966,41.902,-4.735,301.98,231.943,797.1122448170868,1342.6882219319134,3091.9366881801798,652.7659077547065,0.22,23.872,0.22,7574.729,10260.001,3709.303,-25.111,907.4546041001888,8162.127,11198.554545520554,536.944,79.808,502.3966751046488
9840,16833,0.22,54.966,41.902,-4.735,301.98,231.943,797.1122448170868,1342.6882219319134,2795.696383367432,652.7659077547065,0.22,23.872,0.22,7574.729,10260.001,3709.303,-25.111,736.4769285135267,8162.127,10859.867634170056,536.94,79.808,502.3966751046488
9841,16855,0.22,54.966,41.901,-4.774,302.153,231.943,797.1122448170868,1342.6882219319134,2867.7349337310648,652.7659077547065,0.22,23.872,0.22,7574.729,10260.001,3709.303,-25.111,736.4769285135267,8162.127,11078.519017292943,536.938,79.808,502.3966751046488
9842,16873,0.22,54.966,41.901,-4.774,302.153,231.943,797.1122448170868,1342.6882219319134,2893.6019206812402,652.7659077547065,0.22,23.872,0.22,7574.729,10260.001,3709.303,-25.111,736.4769285135267,8162.127,10971.123008478473,536.936,79.808,502.3966751046488
9843,16892,0.22,54.966,41.901,-4.774,302.153,231.943,390.0633621437306,1342.6882219319134,2877.5960969954976,652.7659077547065,0.22,23.875,0.22,7574.729,10260.001,3709.303,-25.111,736.4769285135267,8162.127,11139.62093089441,536.936,79.775,502.3966751046488
9844,16913,0.22,54.966,41.901,-4.774,302.153,231.943,390.0633621437306,1342.6882219319134,2745.0740802767873,652.7659077547065,0.22,23.875,0.22,7574.729,10260.718,3709.303,-25.111,736.4769285135267,8162.127,11261.947464598006,536.919,79.775,502.3966751046488
9845,16932,0.22,54.966,41.901,-4.774,302.153,231.943,390.0633621437306,1342.6882219319134,3178.5620711767797,652.7659077547065,0.22,23.875,0.22,7574.729,10260.718,3709.303,-25.111,736.4769285135267,8162.127,11186.244326425081,536.91,79.775,502.3966751046488
9846,16955,0.22,54.966,41.901,-4.793,302.25,231.943,390.0633621437306,1342.6882219319134,3175.055296278804,652.7659077547065,0.22,23.875,0.22,7574.729,10260.718,3709.303,-25.111,736.4769285135267,8162.127,11248.344121223261,536.906,79.775,502.3966751046488
9847,16972,0.22,54.966,41.901,-4.793,302.25,231.943,390.0633621437306,1342.6882219319134,2861.3903542522444,0.22,0.22,23.875,0.22,7574.729,10260.718,3709.303,-25.111,736.4769285135267,8162.127,10846.4746948283,536.904,79.775,502.3966751046488
9848,16993,0.22,54.966,41.901,-4.793,302.25,231.943,390.0633621437306,1342.6882219319134,2789.7561214288535,0.22,0.22,23.804,0.22,7574.729,10260.718,3709.303,-25.111,736.4769285135267,8162.127,11086.358225286047,536.903,79.883,502.3966751046488
9849,17012,0.22,54.966,41.901,-4.793,302.25,231.943,390.0633621437306,1342.6882219319134,3020.1555727030227,0.22,0.22,23.804,0.22,7574.729,10261.256,3709.303,-25.111,736.4769285135267,8162.127,10841.297607854065,536.911,79.883,502.3966751046488
9850,17032,0.22,54.966,41.901,-4.793,302.25,231.943,390.0633621437306,1342.6882219319134,2846.8428320778935,0.22,0.22,23.804,0.22,7574.729,10261.256,3709.303,-25.111,736.4769285135267,8162.127,11071.168438403667,536.914,79.883,502.3966751046488
9851,17054,0.22,54.966,41.9,-4.803,302.344,231.943,390.0633621437306,1342.6882219319134,3057.0839132954056,0.22,0.22,23.804,0.22,7574.729,10261.256,3709.303,-25.111,736.4769285135267,8162.127,10947.32148220858,536.916,79.883,502.3966751046488
9852,17072,0.22,54.966,41.9,-4.803,302.344,231.943,390.0633621437306,1342.6882219319134,2863.3615934471677,0.22,21.910412645022536,23.804,0.22,7574.729,10261.256,3709.303,-25.111,736.4769285135267,8162.127,10980.818006647263,536.917,79.883,502.3966751046488
9853,17093,0.22,54.966,41.9,-4.803,302.344,231.943,390.0633621437306,1342.6882219319134,2808.6007491417877,0.22,21.910412645022536,23.804,0.22,7574.729,10261.256,3709.303,-25.111,736.4769285135267,8162.127,10986.4529274967,536.918,79.83,502.3966751046488
9854,17112,0.22,54.966,41.9,-4.803,302.344,231.943,390.0633621437306,1342.6882219319134,3020.2439300535157,0.22,21.910412645022536,23.804,0.22,7574.729,10259.696,3709.303,-25.111,736.4769285135267,8162.127,11180.457167193681,536.918,79.83,502.3966751046488
9855,17133,0.22,54.966,41.9,-4.803,302.344,231.943,390.0633621437306,1342.6882219319134,2925.6844662353383,0.22,21.910412645022536,23.804,0.22,7574.729,10259.696,3709.303,-25.111,736.4769285135267,8162.127,10897.042568101071,536.918,79.83,502.3966751046488
9856,17155,0.22,54.966,41.9,-4.831,302.447,231.943,390.0633621437306,1342.6882219319134,3150.3348252280853,0.22,21.910412645022536,23.804,0.22,7574.729,10259.696,3709.303,-25.111,736.4769285135267,8162.127,11103.634191455505,536.918,79.83,502.3966751046488
9857,17173,0.22,54.966,41.9,-4.831,302.447,231.943,390.0633621437306,1342.6882219319134,2839.345274170224,0.22,21.910412645022536,23.804,0.22,7574.729,10259.696,3709.303,-25.111,736.4769285135267,8162.127,11225.756402998064,536.918,79.83,502.3966751046488
9858,17192,0.22,54.966,41.9,-4.831,302.447,231.943,390.0633621437306,1342.6882219319134,3086.1847005048735,0.22,21.910412645022536,23.798,0.22,7574.729,10259.696,3709.303,-25.111,736.4769285135267,8162.127,11104.96857957336,536.918,79.883,502.3966751046488
9859,17213,0.22,54.966,41.9,-4.831,302.447,231.943,390.0633621437306,1342.6882219319134,2825.7162401403375,0.22,21.910412645022536,23.798,0.22,7574.729,10259.104,3709.303,-25.111,736.4769285135267,8162.127,10992.21336329598,536.918,79.883,502.3966751046488
9860,17233,0.22,54.966,41.9,-4.831,302.447,231.943,390.0633621437306,1342.6882219319134,2801.5355945144684,0.22,21.910412645022536,23.798,393.3942133852512,7574.729,10259.104,3709.303,-25.111,736.4769285135267,8162.127,11016.780474249521,536.918,79.883,502.3966751046488
9861,17252,0.22,54.966,41.9,-4.845,302.535,231.943,390.0633621437306,1342.6882219319134,2944.0411165937617,0.22,21.910412645022536,23.798,393.3942133852512,7574.729,10259.104,3709.303,-25.111,736.4769285135267,8162.127,10999.624528545914,536.918,79.883,502.3966751046488
9862,17274,0.22,54.966,41.9,-4.845,302.535,231.943,390.0633621437306,1342.6882219319134,2823.8786519915084,0.22,21.910412645022536,23.798,393.3942133852512,7574.729,10259.104,3709.303,-25.111,736.4769285135267,8162.127,11039.29588891755,536.918,79.883,502.3966751046488
9863,17295,0.22,54.966,41.9,-4.845,302.535,231.943,390.0633621437306,1342.6882219319134,2917.1038286274074,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10259.104,3709.303,-25.111,736.4769285135267,8162.127,11193.147830315422,536.918,79.858,502.3966751046488
9864,17314,0.22,54.966,41.9,-4.845,302.535,231.943,390.0633621437306,1342.6882219319134,3131.8043044954484,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.012,3709.303,-25.111,736.4769285135267,8162.127,11164.973354167114,536.885,79.858,502.3966751046488
9865,17334,0.22,54.966,41.9,-4.845,302.535,231.943,390.0633621437306,1342.6882219319134,3206.35927242722,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.012,3709.303,-25.111,736.4769285135267,8162.127,10948.409341597942,536.868,79.858,502.3966751046488
9866,17353,0.22,54.966,41.9,-4.852,302.617,231.943,390.0633621437306,941.9266573461185,3110.0302101598954,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.012,3709.303,-25.111,736.4769285135267,8162.127,10831.698702905236,536.86,79.858,0.22
9867,17374,0.22,54.966,41.9,-4.852,302.617,231.943,390.0633621437306,941.9266573461185,3107.8466215692947,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.012,3709.303,-25.111,736.4769285135267,8162.127,11280.379916092126,536.856,79.858,0.22
9868,17392,0.22,54.966,41.9,-4.852,302.617,231.943,390.0633621437306,941.9266573461185,2982.6409594004353,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.012,3709.303,-25.111,736.4769285135267,8162.127,10858.792989922116,536.854,79.861,0.22
9869,17412,0.22,54.966,41.9,-4.852,302.617,231.943,390.0633621437306,941.9266573461185,2959.4212501525017,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.137,3709.303,-25.111,948.3845925400868,8162.127,10939.327888701626,536.827,79.861,0.22
9870,17432,0.22,54.966,41.9,-4.891,302.657,231.943,1146.9235374463565,941.9266573461185,2845.6776854263026,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.137,3709.303,-25.111,948.3845925400868,8162.127,10837.497038211242,536.814,79.861,0.22
9871,17452,0.22,54.966,41.9,-4.891,302.657,231.943,1146.9235374463565,941.9266573461185,2933.934447473743,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.137,3709.303,-25.111,948.3845925400868,8162.127,11129.16777456392,536.808,79.861,0.22
9872,17472,0.22,54.966,41.9,-4.891,302.657,231.943,1146.9235374463565,941.9266573461185,3001.5717367379675,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.137,3709.303,-25.111,948.3845925400868,8162.127,11109.313597676328,536.805,79.861,0.22
9873,17492,0.22,54.966,41.9,-4.891,302.657,231.943,1146.9235374463565,941.9266573461185,2800.2001881101482,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10258.137,3709.303,-25.111,948.3845925400868,8162.127,10955.616984874985,536.803,79.914,0.22
9874,17512,0.22,54.966,41.9,-4.891,302.657,231.943,1146.9235374463565,941.9266573461185,2930.671131537088,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10257.742,3709.303,-25.111,948.3845925400868,8162.127,11220.86950998817,536.802,79.914,0.22
9875,17532,0.22,54.966,41.9,-4.891,302.657,231.943,1146.9235374463565,941.9266573461185,2848.0035952767043,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10257.742,3709.303,-25.111,948.3845925400868,8162.127,11083.169236352673,536.802,79.914,0.22
9876,17552,0.22,54.966,41.9,-4.91,302.677,231.943,1146.9235374463565,941.9266573461185,3079.341057485259,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10257.742,3709.303,-25.111,948.3845925400868,8162.127,10998.302755212218,536.802,79.914,0.22
9877,17572,0.22,54.966,41.9,-4.91,302.677,231.943,1146.9235374463565,941.9266573461185,3160.7447753084443,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10257.742,3709.303,-25.111,948.3845925400868,8162.127,11278.515968988506,536.801,79.914,0.22
9878,17592,0.22,54.966,41.9,-4.91,302.677,231.943,1146.9235374463565,941.9266573461185,3213.6952441790154,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10257.742,3709.303,-25.111,948.3845925400868,8162.127,10879.145484762319,536.801,79.805,0.22
9879,17612,0.22,54.966,41.9,-4.91,302.677,231.943,1146.9235374463565,941.9266573461185,3069.0988666702556,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.291,3709.303,-25.111,948.3845925400868,8162.127,10875.587035595347,536.81,79.805,0.22
9880,17632,0.22,54.966,41.9,-4.91,302.677,231.943,1146.9235374463565,941.9266573461185,2900.794515908136,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.291,3709.303,-25.111,948.3845925400868,8162.127,10829.16753259408,536.814,79.805,0.22
9881,17652,0.22,54.966,41.9,-4.92,302.678,231.943,1146.9235374463565,941.9266573461185,3187.0551575828435,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.291,3709.303,-25.111,948.3845925400868,8162.127,11049.7323210732,536.816,79.805,0.22
9882,17672,0.22,54.966,41.9,-4.92,302.678,231.943,1146.9235374463565,941.9266573461185,2923.955835114484,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.291,3709.303,-25.111,948.3845925400868,8162.127,11064.53956464071,536.816,79.805,0.22
9883,17692,0.22,54.966,41.9,-4.92,302.678,231.943,1146.9235374463565,941.9266573461185,3127.5079735973895,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.291,3709.303,-25.111,948.3845925400868,8162.127,10939.393135996388,536.818,79.828,0.22
9884,17712,0.22,54.966,41.9,-4.92,302.678,231.943,1146.9235374463565,941.9266573461185,3160.1479685017985,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.059,3709.303,-25.111,948.3845925400868,8162.127,11183.943812736748,536.818,79.828,0.22
9885,17732,0.22,54.966,41.888,-4.948,302.642,231.943,1146.9235374463565,941.9266573461185,2772.965084298512,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.059,3709.303,-25.111,948.3845925400868,8162.127,11028.317947947091,536.818,79.828,0.22
9886,17753,0.22,54.966,41.888,-4.948,302.642,231.943,1146.9235374463565,941.9266573461185,3063.311314515399,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.059,3709.303,-25.111,948.3845925400868,8162.127,11027.668531927095,536.818,79.828,0.22
9887,17773,0.22,54.966,41.888,-4.948,302.642,231.943,1146.9235374463565,941.9266573461185,3064.2211858238984,0.22,21.910412645022536,23.829,393.3942133852512,7574.729,10256.059,3709.303,-25.111,948.3845925400868,8162.127,10954.145928413798,536.818,79.828,0.22
9888,17792,0.22,54.966,41.888,-4.948,302.642,231.943,1146.9235374463565,941.9266573461185,2905.673591265719,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10256.059,3709.303,-25.111,948.3845925400868,8162.127,11181.624761781808,536.818,79.78,0.22
9889,17812,0.22,54.966,41.888,-4.948,302.642,231.943,1146.9235374463565,941.9266573461185,2761.1501527151354,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10255.593,3709.303,-25.111,948.3845925400868,8162.127,11122.09961125918,536.818,79.78,0.22
9890,17832,0.22,54.966,41.882,-4.962,302.596,231.943,1146.9235374463565,941.9266573461185,3073.6823063058023,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10255.593,3709.303,-25.111,948.3845925400868,8162.127,11060.01939357927,536.818,79.78,0.22
9891,17852,0.22,54.966,41.882,-4.962,302.596,231.943,1146.9235374463565,941.9266573461185,2864.8252543522767,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10255.593,3709.303,-25.111,948.3845925400868,8162.127,11051.960148871342,536.818,79.78,0.22
9892,17873,0.22,54.966,41.882,-4.962,302.596,231.943,1146.9235374463565,941.9266573461185,3020.3628838542004,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10255.593,3709.303,-25.111,948.3845925400868,8162.127,11000.51586838319,536.818,79.78,0.22
9893,17892,0.22,54.966,41.882,-4.962,302.596,231.943,1146.9235374463565,941.9266573461185,3220.0174317336973,0.22,21.910412645022536,23.826,393.3942133852512,7574.729,10255.593,3709.303,-25.111,948.3845925400868,8162.127,10981.838833105421,536.818,79.78,0.22
